Period,Time [s],Away_25_x,Away_25_y,Away_15_x,Away_15_y,Away_16_x,Away_16_y,Away_17_x,Away_17_y,Away_18_x,Away_18_y,Away_19_x,Away_19_y,Away_20_x,Away_20_y,Away_21_x,Away_21_y,Away_22_x,Away_22_y,Away_23_x,Away_23_y,Away_24_x,Away_24_y,Away_26_x,Away_26_y,ball_x,ball_y,Away_15_vx,Away_15_vy,Away_15_speed,Away_16_vx,Away_16_vy,Away_16_speed,Away_17_vx,Away_17_vy,Away_17_speed,Away_18_vx,Away_18_vy,Away_18_speed,Away_19_vx,Away_19_vy,Away_19_speed,Away_20_vx,Away_20_vy,Away_20_speed,Away_21_vx,Away_21_vy,Away_21_speed,Away_22_vx,Away_22_vy,Away_22_speed,Away_23_vx,Away_23_vy,Away_23_speed,Away_24_vx,Away_24_vy,Away_24_speed,Away_25_vx,Away_25_vy,Away_25_speed,Away_26_vx,Away_26_vy,Away_26_speed
1,2120.68,-31.6304,2.2412799999999993,15.828979999999996,-23.50828,3.573260000000002,-10.395159999999997,1.7723199999999955,5.142839999999998,3.4746800000000033,19.78596,34.99166,-19.371840000000002,18.465200000000003,-5.786799999999997,8.810719999999996,5.81672,25.732559999999996,11.366879999999998,41.00292,-10.51552,41.58274,2.319479999999998,,,40.93932,-10.63996,2.403928571427044,0.9131428571423832,2.57151753913393,2.369857142855485,-0.4249999999995913,2.4076644030144267,1.3969285714275925,-0.721285714285409,1.572152192156646,0.5299999999996038,-1.5348571428562252,1.6237876859295228,1.4688571428561292,3.375714285712066,3.681438339138657,3.0058571428550316,0.917999999999316,3.1429128469067287,1.510499999999021,-0.8184285714279179,1.7179742653854233,3.626714285711614,-0.2622857142854209,3.6361862309434754,1.605142857141658,3.1741428571406978,3.556918113953454,3.3957857142836203,1.3235714285706333,3.6446127289276187,0.20821428571408457,-0.2574285714282262,0.3310931261186251,,,
1,2120.72,-31.620859999999997,2.2276800000000008,15.922259999999994,-23.473599999999998,3.667599999999996,-10.412160000000002,1.8274400000000035,5.11428,3.495880000000001,19.72272,35.04784000000001,-19.2406,18.586040000000004,-5.753479999999998,8.871140000000004,5.7868,25.8799,11.354640000000002,41.06652,-10.391759999999998,41.71736,2.373199999999999,,,41.00398,-10.51212,2.358499999998419,0.8937142857138063,2.52215135836085,2.3547142857126415,-0.42742857142815543,2.3931933793599525,1.3742142857132635,-0.7091428571425279,1.54639855628964,0.5262142857138629,-1.5032857142847578,1.5927238973726692,1.4537142857132221,3.322285714283451,3.6264124960928816,2.9982857142835906,0.896142857142175,3.1293432609549248,1.4839999999989533,-0.8038571428564599,1.6877328894461483,3.656999999997339,-0.29142857142830514,3.6685936831741506,1.6164999999988126,3.1207142857121024,3.5145312494049272,3.3352142857121203,1.3065714285706411,3.5820082676587077,0.21199999999978586,-0.2817142857139599,0.3525718916408905,,,
1,2120.76,-31.611320000000003,2.213400000000002,16.01448,-23.44164,3.7608799999999953,-10.431880000000003,1.8825599999999998,5.090479999999999,3.5181400000000056,19.6656,35.106139999999996,-19.11004,18.705820000000003,-5.716080000000002,8.929439999999998,5.75212,26.02724,11.341719999999999,41.13224,-10.268,41.84562,2.422159999999999,,,41.06864,-10.388359999999997,2.3244285714269104,0.8839999999994989,2.4868502535667205,2.339571428569755,-0.43228571428530915,2.37917326148288,1.370428571427563,-0.7018571428568132,1.5397005937402637,0.5224285714281616,-1.4984285714276169,1.5868899759955253,1.4309999999989385,3.2712857142833816,3.570584157315368,3.002071428569292,0.9034285714278611,3.135062367147463,1.4574999999989617,-0.7941428571421715,1.6598099672995414,3.67214285714022,-0.3399999999997915,3.6878493954126976,1.6354285714273953,3.0842857142835,3.491052130744302,3.2632857142834917,1.2701428571420266,3.501756206619134,0.20821428571409728,-0.2987142857139789,0.36412005336845205,,,
1,2120.8,-31.60178,2.1997999999999993,16.106700000000004,-23.406959999999998,3.8541599999999945,-10.44888,1.936620000000001,5.06124,3.5393400000000033,19.607120000000002,35.164440000000006,-18.9788,18.824540000000002,-5.683439999999999,8.98562,5.717439999999999,26.1767,11.328120000000002,41.19796,-10.144920000000003,41.972820000000006,2.470439999999998,,,41.13224,-10.268,2.2865714285697774,0.864571428570884,2.444563898337029,2.3244285714268678,-0.434714285713867,2.3647293066795756,1.3590714285704188,-0.7139999999996817,1.5352104572194603,0.5148571428567178,-1.466857142856162,1.554589256073361,1.4309999999989385,3.2372857142833436,3.539460382021528,2.99071428571215,0.8815714285706884,3.117938441091309,1.430999999998932,-0.7795714285707294,1.6295682287774118,3.679714285711673,-0.41042857142842526,3.7025327597085953,1.6543571428559778,3.0454285714263145,3.4657658229860706,3.187571428569136,1.2167142857134086,3.4118917429029563,0.2044285714283579,-0.2987142857139662,0.3619685971266627,,,
1,2120.84,-31.593300000000003,2.186200000000001,16.196800000000003,-23.3716,3.9474400000000056,-10.465879999999999,1.989619999999995,5.032000000000001,3.558419999999999,19.54932,35.21956,-18.85436,18.943260000000002,-5.650799999999997,9.040739999999998,5.6882,26.325099999999996,11.313160000000002,41.26474,-10.026599999999998,42.0979,2.519400000000002,,,41.19796,-10.144920000000003,2.256285714284053,0.8621428571423388,2.4153913824893585,2.3130714285697227,-0.44928571428532815,2.3563015695632967,1.3439285714275755,-0.7212857142853963,1.525253122183842,0.5148571428566749,-1.4401428571418484,1.5294081621749065,1.4272142857131866,3.2057142857119016,3.509066072185186,2.9793571428549575,0.8597142857135442,3.100915612805483,1.3969285714275061,-0.7844285714278767,1.6021041218793717,3.691071428568828,-0.47842857142847584,3.7219487085069054,1.6694999999988338,3.0065714285691225,3.438997238307161,3.1232142857119096,1.1754285714276558,3.3370795317168294,0.19307142857122866,-0.2865714285711136,0.3455427038787303,,,
1,2120.88,-31.58694,2.1746400000000006,16.286899999999996,-23.336240000000004,4.039659999999998,-10.483560000000002,2.043679999999996,5.002080000000001,3.5785600000000013,19.49016,35.27468,-18.72992,19.065160000000002,-5.610000000000001,9.095860000000005,5.6575999999999995,26.47138,11.291399999999998,41.331520000000005,-9.908280000000001,42.218740000000004,2.562239999999999,,,41.2658,-10.0232,2.225999999998284,0.8669999999994799,2.388883630483381,2.2941428571411797,-0.47599999999962284,2.3430039370371394,1.3325714285703907,-0.7285714285711238,1.5187372843162505,0.5110714285709752,-1.432857142856124,1.5212736758832688,1.4461428571417692,3.2057142857118888,3.516807251596175,2.9679999999978284,0.8524285714278328,3.0879861510980917,1.3590714285702905,-0.8038571428564727,1.579006476895349,3.698642857140256,-0.5245714285713791,3.735657126711183,1.6808571428560137,2.970142857140527,3.4127744324102314,3.043714285711827,1.0977142857133024,3.2356101906912893,0.17414285714262068,-0.26228571428537995,0.31483254376253283,,,
1,2120.92,-31.580580000000005,2.1678400000000013,16.37382,-23.302920000000004,4.130819999999995,-10.50056,2.096680000000002,4.971480000000001,3.5987000000000036,19.43712,35.33298,-18.60208,19.182819999999996,-5.578040000000003,9.149919999999995,5.626999999999999,26.61872,11.26216,41.40042,-9.79064,42.33958,2.6057600000000014,,,41.333639999999995,-9.905559999999998,2.195714285716291,0.8645714285722197,2.3597976564955756,2.2752142857163813,-0.48085714285757725,2.3254727772573593,1.3174285714297846,-0.7552857142864007,1.5185764883681827,0.49971428571473553,-1.449857142858475,1.5335579878325856,1.4461428571441868,3.18385714286003,3.4968951184457886,2.9604285714312386,0.8305714285721786,3.074733520893613,1.3250000000012254,-0.7892857142864259,1.542270060261782,3.698642857146239,-0.5901428571433899,3.7454275559081713,1.6846428571443832,2.9337142857169436,3.383001783379262,2.9869285714313123,1.0564285714295378,3.168246142168464,0.15142857142872418,-0.23800000000022606,0.28208972374946917,,,
1,2120.96,-31.57634,2.161039999999998,16.460740000000005,-23.26688,4.220919999999996,-10.520959999999999,2.148620000000001,4.94088,3.6188399999999943,19.38272,35.391279999999995,-18.47424,19.299419999999994,-5.546079999999998,9.201860000000005,5.59708,26.766060000000003,11.23292,41.47038,-9.673680000000004,42.45724,2.648599999999999,,,41.40148000000001,-9.787919999999996,2.1616428571448143,0.8524285714293545,2.3236467698930245,2.252500000002053,-0.49542857142900665,2.306340330349672,1.3060714285725983,-0.7480000000006732,1.505100188204983,0.4883571428575919,-1.4620000000013276,1.5414073760638074,1.4499285714298882,3.171714285717152,3.487415141974207,2.9604285714312377,0.8208571428578743,3.0721236588925245,1.2947142857154563,-0.7747142857149807,1.5087966417402172,3.691071428574798,-0.6581428571434595,3.749287973902532,1.684642857144358,2.882714285716918,3.338871547275203,2.918785714288359,0.998142857143766,3.084736489426759,0.13250000000012888,-0.2137142857144781,0.2514558528220883,,,
1,2121.0,-31.5721,2.154239999999999,16.545539999999995,-23.23084,4.309960000000003,-10.54544,2.2005600000000003,4.91028,3.638979999999997,19.32152,35.45276,-18.343000000000004,19.417080000000002,-5.514799999999997,9.251680000000002,5.561719999999998,26.915520000000004,11.207760000000002,41.53716,-9.56012,42.569599999999994,2.6805600000000007,,,41.47144,-9.670279999999996,2.1237857142876493,0.8305714285721817,2.2804198425230244,2.237357142859164,-0.5100000000004679,2.2947476952169272,1.290928571429755,-0.7382857142863848,1.487132264613012,0.4921428571432917,-1.4352857142870268,1.5173166029123861,1.4688571428584707,3.1838571428600426,3.506349613525049,2.9604285714312506,0.7941428571435797,3.0650938328375275,1.2644285714297254,-0.7820000000007111,1.4867089870747834,3.6986428571462384,-0.6800000000006259,3.7606327904648897,1.6732857142872288,2.8341428571454252,3.291238492778388,2.865785714288287,0.9544285714294365,3.020539961361157,0.11735714285726027,-0.18942857142874436,0.22283599945510218,,,
1,2121.04,-31.56892,2.146759999999999,16.62928,-23.199559999999998,4.397940000000003,-10.566520000000002,2.251440000000004,4.878999999999999,3.6580600000000043,19.259639999999997,35.51106,-18.218560000000004,19.534739999999996,-5.483520000000003,9.300440000000004,5.531120000000001,27.062860000000004,11.17648,41.60394,-9.446560000000003,42.681960000000004,2.7179600000000006,,,41.53822,-9.557399999999998,2.08214285714477,0.8184285714293418,2.2372179607921217,2.218428571430578,-0.524571428571891,2.279605340889837,1.2720000000011678,-0.7285714285720932,1.4658786875231358,0.4921428571432933,-1.4061428571441295,1.489779287859319,1.4953571428585068,3.2081428571457855,3.539530134997226,2.945285714288395,0.7382857142863943,3.0364080316569235,1.2379285714296961,-0.784428571429288,1.4655358513651455,3.7100000000033937,-0.6775714285720299,3.7713662034920876,1.6505714285728939,2.7710000000025286,3.225341383611226,2.8052142857168127,0.8961428571436793,2.9448767731773304,0.10978571428581962,-0.17242857142872542,0.2044126104382963,,,
