2.8065068474295104e-11,7.70632642645249e-11,2.0680387229736472e-10,5.423752988521451e-10,1.390180233086226e-09,3.4823489383546694e-09,8.52517757429385e-09,2.039691810291433e-08,4.7693109769381414e-08,1.0898750244339953e-07,2.4340401089329223e-07,5.312619731827981e-07,1.1332342768266314e-06,2.3624392192925394e-06,4.813173934127235e-06,9.58368297473077e-06,1.8649332512792895e-05,3.546697235141e-05,6.591965275252264e-05,0.00011973901358411849,0.00021256238376682625,0.0003687797945893232,0.000625284689649523,0.0010361400058969945,0.0016779888101275842,0.002655765035679686,0.004107903265080196,0.006209844679930303,0.00917426410061504,0.013246212227286927,0.018691413719038662,0.025776417793978188,0.03474025043932984,0.04575865999938677,0.058903841894303074,0.0741043864809875,0.09111170649230568,0.1094799061219445,0.12856555304061473,0.147551897519255,0.16549883692969342,0.181415781407302,0.19435027167229876,0.20348163140143213,0.20820695865647296,0.20820695865647296,0.20348163140143213,0.19435027167229876,0.181415781407302,0.16549883692969342
3.6454423349008175e-11,1.0009941228999771e-10,2.6862275136963495e-10,7.045049177952353e-10,1.8057400713190666e-09,4.523310625948462e-09,1.1073567581116838e-08,2.6494069958165782e-08,6.194977988228177e-08,1.4156660823620302e-07,3.161635919783207e-07,6.900695395549562e-07,1.4719865058901432e-06,3.0686317232851013e-06,6.251952686585859e-06,1.2448486869843358e-05,2.4224087078941284e-05,4.606894247167311e-05,8.562469500692811e-05,0.0001555320164846929,0.0002761026267585069,0.00047901735094046087,0.0008121980108836861,0.0013458683152121407,0.0021795818711547186,0.003449640004079586,0.005335858875212225,0.00806612344812571,0.011916682396329991,0.01720583823790062,0.02427874741618311,0.033481637414967645,0.04512498510117051,0.059437074419711265,0.07651168181772625,0.09625605151367053,0.11834728725366166,0.14220620375935294,0.16699703059462043,0.19165887099266235,0.21497060200401558,0.23564552153747084,0.25244645627797435,0.26430740910722156,0.2704452555325994,0.2704452555325994,0.26430740910722156,0.25244645627797435,0.23564552153747084,0.21497060200401558
4.6239010281533937e-11,1.2696669783362895e-10,3.4072271678856284e-10,8.93598283682943e-10,2.2904115894010385e-09,5.7373944593062165e-09,1.4045779858713726e-08,3.360523801094874e-08,7.857747416524493e-08,1.7956393908871902e-07,4.010238055385415e-07,8.752883629229909e-07,1.8670765555254665e-06,3.89227097202407e-06,7.930014467299822e-06,1.5789735770978477e-05,3.072597804607474e-05,5.843412428206865e-05,0.00010860687919471067,0.0001972777470786433,0.00035021023581195877,0.0006075884949026837,0.0010301968520073698,0.0017071074823730027,0.002764594781404216,0.004375544171666797,0.006768035555785713,0.010231119594987481,0.015115191771663795,0.021823988918105934,0.030795309547262395,0.042468310686236695,0.05723680306422562,0.07539034341280018,0.09704787834268547,0.12209175586154392,0.15011241241482803,0.18037520590514436,0.211820040073678,0.24310126706799862,0.27267000717929224,0.298894199720443,0.32020460660210803,0.335249110654879,0.34303439205282427,0.34303439205282427,0.335249110654879,0.32020460660210803,0.298894199720443,0.27267000717929224
5.727182164315525e-11,1.5726145582860766e-10,4.2202050923825527e-10,1.1068143805871569e-09,2.8369128845731076e-09,7.10635954725526e-09,1.7397158676394333e-08,4.162358116924188e-08,9.732637135096255e-08,2.2240860758947775e-07,4.967096770805001e-07,1.0841356400674213e-06,2.3125684315279387e-06,4.820982273178473e-06,9.822147390992332e-06,1.9557229390551414e-05,3.8057318349849396e-05,7.237673824288371e-05,0.00013452091159795495,0.00024434900046646746,0.00043377178795368435,0.0007525615211188122,0.0012760059094316036,0.0021144301026531143,0.00342423806807587,0.005419566376219041,0.008382915699653113,0.0126723053345266,0.018721736515942083,0.027031279286683155,0.038143192622375824,0.052601418159670114,0.07089373143066287,0.09337877855224005,0.1202038872685083,0.15122333335474047,0.1859298297671995,0.22341344588795137,0.26236114228413,0.30110619418475437,0.3377301530358981,0.3702115419931567,0.39660669653121106,0.4152408789579961,0.42488375939494083,0.42488375939494083,0.4152408789579961,0.39660669653121106,0.3702115419931567,0.3377301530358981
6.927039026964588e-11,1.9020806580057951e-10,5.104347048514465e-10,1.338694350897982e-09,3.43125217667757e-09,8.595157009356755e-09,2.1041900476040085e-08,5.0343810084802136e-08,1.177164534597167e-07,2.6900368462250427e-07,6.00771412448833e-07,1.3112643659323502e-06,2.79705644383583e-06,5.830988328376845e-06,1.1879908191139893e-05,2.365451060588709e-05,4.603040760840353e-05,8.753981907135243e-05,0.00016270332911494793,0.00029554063654151314,0.0005246479014886544,0.0009102247627922067,0.0015433318654229583,0.002557407713015772,0.004141623237160331,0.0065549770760227125,0.010139154394819438,0.015327180294843768,0.02264398019439955,0.03269438987541136,0.04613427272394141,0.06362152730814456,0.08574611917308197,0.11294183156106363,0.14538685769239015,0.18290494380690323,0.2248825251445176,0.2702190386848261,0.3173263604367799,0.36418858323989317,0.4084853394815331,0.4477716486124213,0.479696644249538,0.5022347275865855,0.5138978120149288,0.5138978120149288,0.5022347275865855,0.479696644249538,0.4477716486124213,0.4084853394815331
8.181415369559966e-11,2.2465171437572303e-10,6.028662929676573e-10,1.5811105574756918e-09,4.0525972476594046e-09,1.0151602926791468e-08,2.485225321949173e-08,5.9460271551334786e-08,1.3903302664189545e-07,3.1771596367102007e-07,7.09561538237059e-07,1.5487134394991589e-06,3.3035587774294477e-06,6.8868873618013434e-06,1.4031170184780041e-05,2.7937965395761193e-05,5.4365780647193087e-05,0.00010339188481701084,0.00019216630833432922,0.0003490583345521886,0.0006196532729407133,0.0010750519572755263,0.0018228046637173358,0.0030205134817418446,0.004891605183041429,0.0077419789304096895,0.01197519362561855,0.018102688312873646,0.026744444035802173,0.038614822694638146,0.05448845407942221,0.07514237170132158,0.10127337446085964,0.13339379683048433,0.17171409998210685,0.21602611340946581,0.2656051655550652,0.31915139897991335,0.3747891057547921,0.4301373300682884,0.48245552272258907,0.5288559561669005,0.5665620595916474,0.5931814305373885,0.6069565136324286,0.6069565136324286,0.5931814305373885,0.5665620595916474,0.5288559561669005,0.48245552272258907
9.4359019726801e-11,2.590983905707581e-10,6.953060058826735e-10,1.8235480726011148e-09,4.673996935291165e-09,1.1708185656869869e-08,2.8662940895514027e-08,6.857753436096604e-08,1.6035147356520367e-07,3.664325245616492e-07,8.183612267505611e-07,1.786183384999346e-06,3.8101056329190823e-06,7.94287920946154e-06,1.6182621275797303e-05,3.222179670419424e-05,6.270188637088277e-05,0.00011924534396991729,0.00022163187736941355,0.0004025807368045377,0.0007146669954288636,0.001239893640180173,0.0021023020278587747,0.003483659957776669,0.0056416530528403345,0.008929085123058546,0.013811394245501764,0.02087844029992629,0.03084526831073621,0.04453577592389439,0.06284336977306682,0.08666422878447443,0.1168019946048275,0.15384755984141324,0.19804365645425193,0.24915019438501979,0.30633138551298866,0.36808806046236553,0.4322569020867217,0.49609187383580694,0.5564322079924758,0.6099473910865829,0.6534351104623919,0.6841361277646912,0.7000233951724302,0.7000233951724302,0.6841361277646912,0.6534351104623919,0.6099473910865829,0.5564322079924758
1.0627046206895531e-10,2.9180576236376934e-10,7.830781915539991e-10,2.053744272051089e-09,5.264020498097565e-09,1.3186172380204086e-08,3.2281216804081136e-08,7.723444229486371e-08,1.8059349533886668e-07,4.1268925657564796e-07,9.216673292908099e-07,2.0116628406415847e-06,4.291075588896088e-06,8.945551216950871e-06,1.8225439872574602e-05,3.6289325963335247e-05,7.061707992009012e-05,0.00013429831975729284,0.0002496096513661414,0.000453400650453422,0.0008048832220761801,0.0013964120275921136,0.002367686825868944,0.003923420935019459,0.006353829008545611,0.010056251163140812,0.015554880206847877,0.023514037178176277,0.0347390310487912,0.05015776445892255,0.07077642352676063,0.09760431662432666,0.13154653336969582,0.17326855789586626,0.22304376351247637,0.2806017523129003,0.3450012301838779,0.4145537796032411,0.48682299636277243,0.5587161970719733,0.6266736134460366,0.6869443035356511,0.7359217096783417,0.7704982801445297,0.7883910820548424,0.7883910820548424,0.7704982801445297,0.7359217096783417,0.6869443035356511,0.6266736134460366
1.168734563156186e-10,3.2092029484296983e-10,8.612087783425185e-10,2.2586538798266335e-09,5.789231153711635e-09,1.4501805220796186e-08,3.5502032347603197e-08,8.494040622268895e-08,1.98611971543669e-07,4.5386477918033854e-07,1.0136254632779097e-06,2.212373829474099e-06,4.71921195807401e-06,9.838081711690052e-06,2.004385893606206e-05,3.9910045276241594e-05,7.766280530352742e-05,0.0001476977562893293,0.0002745141228986876,0.0004986380983255473,0.0008851893768322592,0.0015357371834846647,0.0026039196350977154,0.004314875049279891,0.006987773861238347,0.01105960027022004,0.0171068477256654,0.02586011901561344,0.038205071745085493,0.055162188808168144,0.07783804720697693,0.10734265771618855,0.14467141406871833,0.19055619819338446,0.2452976588587213,0.30859841956599837,0.379423269831678,0.4559153325172524,0.5353951144196105,0.6144613637695231,0.6891991411283254,0.7554832592939983,0.8093473211022166,0.8473737229758067,0.8670517554386672,0.8670517554386672,0.8473737229758067,0.8093473211022166,0.7554832592939983,0.6891991411283254
1.2551434867289583e-10,3.4464713419916323e-10,9.248811688526761e-10,2.4256446206088957e-09,6.217250695595698e-09,1.5573977995088947e-08,3.812683056655702e-08,9.122036858618391e-08,2.1329609847100883e-07,4.87420702187065e-07,1.0885665901589946e-06,2.3759429127988747e-06,5.068120973229435e-06,1.0565447939683145e-05,2.1525776498448932e-05,4.28607444005556e-05,8.340470737391494e-05,0.00015861760459141898,0.00029480998015573814,0.0005355042805083761,0.0009506347428044701,0.001649279985331158,0.002796437166307863,0.004633889922385396,0.00750440615445038,0.011877277940258403,0.018371621049136023,0.027772054469604388,0.04102971579052065,0.05924053602839566,0.08359290556762822,0.11527890243684429,0.15536751355578696,0.20464473162523866,0.26343343350342746,0.33141425653328277,0.40747545324287343,0.489622860612288,0.574978880470234,0.6598907937651625,0.7401542149230901,0.8113389662019541,0.8691853998393477,0.9100232360255769,0.9311561391295171,0.9311561391295171,0.9100232360255769,0.8691853998393477,0.8113389662019541,0.7401542149230901
