Period,Time [s],Home_11_x,Home_11_y,Home_1_x,Home_1_y,Home_2_x,Home_2_y,Home_3_x,Home_3_y,Home_4_x,Home_4_y,Home_5_x,Home_5_y,Home_6_x,Home_6_y,Home_7_x,Home_7_y,Home_8_x,Home_8_y,Home_9_x,Home_9_y,Home_10_x,Home_10_y,Home_12_x,Home_12_y,Home_13_x,Home_13_y,Home_14_x,Home_14_y,ball_x,ball_y,Home_1_vx,Home_1_vy,Home_1_speed,Home_10_vx,Home_10_vy,Home_10_speed,Home_11_vx,Home_11_vy,Home_11_speed,Home_12_vx,Home_12_vy,Home_12_speed,Home_13_vx,Home_13_vy,Home_13_speed,Home_14_vx,Home_14_vy,Home_14_speed,Home_2_vx,Home_2_vy,Home_2_speed,Home_3_vx,Home_3_vy,Home_3_speed,Home_4_vx,Home_4_vy,Home_4_speed,Home_5_vx,Home_5_vy,Home_5_speed,Home_6_vx,Home_6_vy,Home_6_speed,Home_7_vx,Home_7_vy,Home_7_speed,Home_8_vx,Home_8_vy,Home_8_speed,Home_9_vx,Home_9_vy,Home_9_speed
1,2120.68,50.642559999999996,-1.9563599999999974,36.22338,6.9632,42.360780000000005,-6.0003199999999985,43.33068,-11.60692,39.863420000000005,-19.757399999999997,30.03298,-9.770919999999998,28.399520000000006,1.8686400000000003,32.89392,-17.264519999999997,22.954300000000003,16.33292,8.455620000000001,-8.33408,6.898480000000003,1.3375600000000014,,,,,,,40.93932,-10.63996,5.773214285710203,-3.82014285713978,6.92267972953281,0.878285714285043,-0.6945714285709628,1.1197389272970268,-0.17792857142829935,0.5609999999995803,0.5885402080827141,,,,,,,,,,1.942071428570261,-2.508714285712635,3.1725839312786652,1.6505714285703372,1.9452857142840516,2.5511806190488233,1.0486428571420965,3.531142857140355,3.68356101067547,4.433071428568403,1.0418571428564878,4.553854257319901,3.8917142857113047,-0.7382857142854713,3.961124319877812,2.0821428571416027,1.4304285714275387,2.526152167922991,2.165428571427037,-0.271999999999894,2.1824447067342807,0.8669285714279504,-0.8548571428565319,1.2175162761338922
1,2120.72,50.629839999999994,-1.937320000000001,36.457640000000005,6.80884,42.436040000000006,-6.098920000000003,43.394279999999995,-11.526680000000002,39.90582,-19.616639999999997,30.21106,-9.727400000000001,28.557460000000003,1.8468800000000012,32.97448,-17.2074,23.039100000000005,16.318640000000002,8.490599999999995,-8.368079999999996,6.933459999999997,1.3110400000000013,,,,,,,41.00398,-10.51212,5.788357142853084,-3.883285714282705,6.9702931324278214,0.8858571428564868,-0.6897142857137972,1.122697053290669,-0.23471428571399636,0.5464285714281508,0.5947057924648467,,,,,,,,,,1.8852857142845132,-2.4601428571411423,3.09945238744328,1.6202857142845746,2.0351428571412944,2.6013712239678335,1.0486428571421218,3.5287142857117724,3.6812329934441173,4.4141428571398205,1.0588571428565132,4.539365111137983,3.9068571428541987,-0.6994285714282946,3.968971285005864,2.029142857141582,1.4474285714275323,2.492482738972017,2.165428571427037,-0.2695714285713108,2.1821433621681496,0.8669285714279504,-0.8305714285707949,1.200589041227779
1,2120.76,50.61818,-1.9148799999999975,36.68766,6.647680000000001,42.508120000000005,-6.196159999999999,43.45788,-11.442360000000003,39.94716,-19.475880000000004,30.384899999999995,-9.687959999999999,28.717520000000004,1.8244400000000014,33.051860000000005,-17.1496,23.126019999999997,16.3098,8.52558,-8.40208,6.969499999999997,1.2838400000000005,,,,,,,41.06864,-10.388359999999997,5.818642857138796,-3.929428571425596,7.0211832049069995,0.889642857142188,-0.6654285714280636,1.1109723655145114,-0.2725714285711869,0.5415714285710258,0.6062959639629801,,,,,,,,,,1.813357142855859,-2.4091428571411075,3.0153330551798723,1.6013571428560174,2.1347142857127928,2.668585726672888,1.0410714285707192,3.526285714283201,3.67675409269427,4.3762857142825915,1.0467142857136416,4.499720819000987,3.9182142857113282,-0.6581428571425421,3.97310397663591,1.9685714285701073,1.4619999999989806,2.452084311229851,2.157857142855546,-0.28899999999988757,2.177123893804079,0.866928571427944,-0.8208571428564939,1.1938892733150015
1,2120.8,50.606519999999996,-1.8904000000000032,36.917680000000004,6.485840000000001,42.57914,-6.288640000000001,43.52148,-11.352600000000002,39.988499999999995,-19.334439999999997,30.5598,-9.644440000000001,28.87652,1.8020000000000016,33.12818,-17.0918,23.212940000000003,16.300279999999997,8.558440000000004,-8.436079999999997,7.004480000000003,1.255959999999999,,,,,,,41.13224,-10.268,5.848928571424558,-3.9488571428541883,7.057155104452294,0.8934285714279305,-0.6435714285709193,1.1010898219112584,-0.31042857142837743,0.5245714285709797,0.6095416980257066,,,,,,,,,,1.7527857142843843,-2.341142857141032,2.9245867464894753,1.5672857142845789,2.205142857141433,2.705372346018641,1.044857142856395,3.5335714285689384,3.6848139016477828,4.364928571425501,1.0904285714279616,4.499070559908245,3.9371428571399614,-0.6192857142853655,3.985549983809782,1.926928571427165,1.486285714284724,2.4335363042020117,2.135142857141262,-0.33271428571424566,2.1609104137653863,0.866928571427944,-0.7989999999993528,1.1789682557037156
1,2120.84,50.59274,-1.8706800000000023,37.15088,6.323320000000001,42.64698,-6.380439999999998,43.580839999999995,-11.26216,40.02984,-19.192320000000002,30.733639999999998,-9.600239999999998,29.03446,1.7788800000000011,33.2045,-17.02992,23.297740000000005,16.28328,8.593419999999998,-8.46668,7.041579999999999,1.2321600000000017,,,,,,,41.19796,-10.144920000000003,5.87542857142457,-3.9682857142827714,7.089989591536288,0.8972142857136318,-0.6362857142851912,1.0999331728300763,-0.33314285714268677,0.5245714285709798,0.62141720843423,,,,,,,,,,1.6846428571414314,-2.270714285712395,2.8273954310382545,1.5332142857131152,2.263428571427208,2.7338352078842996,1.0334999999992405,3.516571428568894,3.66529628573537,4.338428571425465,1.1098571428565385,4.478140835984335,3.937142857139923,-0.5949999999996318,3.981848675869976,1.8739285714271436,1.5008571428561597,2.400870769965208,2.1124285714269653,-0.3715714285714119,2.1448589221465286,0.866928571427944,-0.791714285713635,1.1740428689622655
1,2120.88,50.57896,-1.8516399999999984,37.38832,6.164880000000001,42.70952,-6.470880000000001,43.64444,-11.163560000000002,40.07012,-19.0536,30.902179999999994,-9.56012,29.18922,1.750319999999999,33.27658,-16.97076,23.382539999999995,16.265600000000003,8.628400000000003,-8.497279999999996,7.07762,1.2083600000000005,,,,,,,41.2658,-10.0232,5.894357142853153,-3.990142857139944,7.117913047227319,0.9047857142850757,-0.6168571428566096,1.095057041193551,-0.33692857142838806,0.551285714285303,0.646093492475997,,,,,,,,,,1.616499999998529,-2.202714285712319,2.732219331326893,1.5029285714273777,2.316857142855848,2.7616338119335992,1.0259285714278126,3.5092857142831826,3.656175003763351,4.311928571425429,1.1414285714280186,4.4604469718568724,3.944714285711377,-0.5925714285710557,3.9889737644981023,1.8133571428556439,1.500857142856147,2.353898105442948,2.097285714284084,-0.39100000000000146,2.1334217509297364,0.8669285714279441,-0.7844285714279233,1.1691421349136932
1,2120.92,50.56412,-1.832600000000002,37.62894,6.01188,42.77206,-6.556559999999997,43.702740000000006,-11.069040000000003,40.11146,-18.911479999999997,31.07708,-9.50844,29.346100000000003,1.7265200000000016,33.348659999999995,-16.9082,23.46416,16.247239999999998,8.663379999999997,-8.524480000000002,7.11366,1.1838799999999987,,,,,,,41.333639999999995,-9.905559999999998,5.928428571433981,-3.990142857146488,7.1461531852481235,0.904785714286539,-0.5950000000005429,1.0828952806147272,-0.33314285714316016,0.5804285714291,0.6692394861308871,,,,,,,,,,1.571071428572837,-2.1055714285733576,2.6271080058692573,1.4650714285727695,2.358142857145002,2.7761974039185775,1.0297142857152433,3.5044285714317693,3.652578694904925,4.296785714289657,1.1705714285724789,4.453381293344854,3.9371428571464353,-0.6047142857148471,3.9833118437961663,1.7679285714301671,1.513000000001372,2.3269594826045563,2.0632142857161875,-0.45171428571469935,2.112084038266967,0.8669285714293642,-0.7625714285721311,1.1545909802328698
1,2120.96,50.549279999999996,-1.8094800000000015,37.8685,5.852080000000002,42.83248,-6.6361199999999965,43.759980000000006,-10.97316,40.1528,-18.77276,31.24774,-9.460160000000002,29.501920000000002,1.7020399999999998,33.418620000000004,-16.844279999999998,23.545780000000004,16.22888,8.698360000000003,-8.555760000000003,7.149700000000001,1.1594000000000007,,,,,,,41.40148000000001,-9.787919999999996,5.962500000005393,-3.985285714289347,7.171743754107719,0.9085714285722404,-0.5731428571433718,1.0742414884523261,-0.3104285714288255,0.6241428571434422,0.6970797688087933,,,,,,,,,,1.5142857142870891,-2.0230000000018267,2.5269725413033974,1.4310000000013057,2.394571428573623,2.78957583272885,1.014571428572362,3.4728571428602892,3.6180232058944974,4.277857142861023,1.1997142857153884,4.442901765971948,3.9295714285750196,-0.6192857142862765,3.9780706891899476,1.718714285715822,1.5227142857156792,2.296222461314726,2.0367142857161133,-0.4930000000004361,2.095531932861088,0.8707142857150656,-0.7698571428578428,1.1622492795254973
1,2121.0,50.5355,-1.7829600000000014,38.10806,5.691599999999999,42.88866,-6.715679999999997,43.8151,-10.877959999999996,40.193079999999995,-18.63404,31.4184,-9.407799999999998,29.661980000000003,1.6809600000000013,33.48222,-16.787160000000004,23.626340000000003,16.20916,8.733339999999997,-8.587720000000001,7.186799999999997,1.1383199999999984,,,,,,,41.47144,-9.670279999999996,5.985214285719728,-3.9828571428607695,7.189293502592627,0.9085714285722402,-0.5512857142862276,1.0627407866426684,-0.26500000000025775,0.7140000000006622,0.7615910976377561,,,,,,,,,,1.4802142857156508,-1.9112857142874629,2.417446465441589,1.4120714285727232,2.4285714285736417,2.809253442300219,1.003214285715207,3.438857142860277,3.5822028630528755,4.258928571432441,1.2288571428582473,4.432669901325533,3.92578571428928,-0.6338571428577195,3.9766277613160557,1.6657142857157754,1.5348571428585445,2.2650365406813,2.017785714287531,-0.4832857142861541,2.0748552408339043,0.863142857143663,-0.7892857142864259,1.1696099908152118
1,2121.04,50.5249,-1.7523599999999973,38.347620000000006,5.5304400000000005,42.94802,-6.785720000000003,43.868100000000005,-10.782080000000002,40.23548,-18.49464,31.588000000000005,-9.360200000000003,29.819920000000003,1.6551199999999981,33.54688,-16.72596,23.703720000000004,16.18332,8.768320000000001,-8.615600000000002,7.222839999999998,1.11724,,,,,,,41.53822,-9.557399999999998,5.992785714291182,-3.9950000000036376,7.202326403145135,0.908571428572237,-0.5294285714290565,1.0515686630283385,-0.2309285714287685,0.7917142857149885,0.8247057143656313,,,,,,,,,,1.457500000001316,-1.8020000000016374,2.317651882835241,1.3780000000012338,2.4504285714308085,2.8113136046495835,0.9918571428580272,3.404857142860238,3.5463830525092566,4.247571428575299,1.2410000000011125,4.425149041654073,3.9257857142892805,-0.6265714285719913,3.975472956721067,1.616500000001481,1.54700000000141,2.237472066866791,2.0102142857161285,-0.47842857142901307,2.0663628365940023,0.8555714285721779,-0.7941428571435797,1.1673325776920669
